penalty_num,Trade name,Suburb,Council,Date,Party served,Notes,address,offence,description,amount
3161224689,SUNLIGHT BAKERY,SOUTH GRANVILLE,Cumberland,2018-01-22,YING MA AUSTRALIA PTY LTD,,2 FERNDELL STREET South Granville 2142,11339 - Fail to comply with Food Standards Code - Corporation,Fail to take all practicable measures to eradicate and prevent the harbourage of pests,880
3161224981,SUNLIGHT BAKERY,SOUTH GRANVILLE,Cumberland,2018-01-22,YING MA AUSTRALIA PTY LTD,,2 FERNDELL STREET South Granville 2142,11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain the food premises to the required standard of cleanliness,880
3161224990,SUNLIGHT BAKERY,SOUTH GRANVILLE,Cumberland,2018-01-22,YING MIA AUSTRALIA PTY LTD,,2 FERNDELL STREET South Granville 2142,11339 - Fail to comply with Food Standards Code - Corporation,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness",880
3107290589,SUN'S NOODLE,ROCKDALE,Bayside,2018-04-26,"HUANG, WEI WEN",,"SHOP 9, 2-4 KING STREET ROCKDALE 2216",11338 - Fail to comply with Food Standards Code - Individual,Fail to maintain the food premises to the required standard of cleanliness,440
3107290598,SUN'S NOODLE,ROCKDALE,Bayside,2018-04-26,"HUANG, WEI WEN",,"SHOP 9, 2-4 KING STREET ROCKDALE 2216",11338 - Fail to comply with Food Standards Code - Individual,Fail to take all practicable measures to eradicate and prevent the harbourage of pests,440
3169821362,SUNSHINE ONE,BURWOOD,Burwood,2018-03-06,BURWOOD MARKETS PTY LTD,,"SHOPS 145 & 146, 98A-114 BURWOOD ROAD BURWOOD 2134",11339 - Fail to comply with Food Standards Code - Corporation,Fail to take all practicable measures to eradicate and prevent the harbourage of pests,880
3169821353,SUNSHINE ONE,BURWOOD,Burwood,2018-03-06,BURWOOD MARKETS PTY LTD,,"SHOPS 145 & 146, 98A-114 BURWOOD ROAD BURWOOD 2134",11339 - Fail to comply with Food Standards Code - Corporation,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness",880
3107327686,SUPA IGA BYRON BAY,BYRON BAY,Byron,2018-09-19,KIMTASTIC PTY LTD,,20 BAYSHORE DRIVE BYRON BAY 2481,11339 - Fail to comply with Food Standards Code - Corporation,Fail to store potentially hazardous food under temperature control - previous warnings given,880
3181609119,SUPERB ASIAN CUISINE,CAMPSIE,Canterbury-Bankstown,2018-10-31,Z AND S MANAGEMENT PTY LTD,,"SHOP 2, 183-183a BEAMISH STREET CAMPSIE 2194",11339 - Fail to comply with Food Standards Code - Corporation,Fail to store food in such a way that it is protected from the likelihood of contamination,880
3170888775,SUSHI - MONA VALE,MONA VALE,Northern Beaches,2018-03-22,NARA JAPANESE RESTAURANT - MONA VALE PTY LTD,,"SHOP 7, 3 BUNGAN STREET MONA VALE 2103",11339 - Fail to comply with Food Standards Code - Corporation,Fail to cool cooked potentially hazardous food as required in the Food Safety Standards - previous warnings given,880
3170888766,SUSHI - MONA VALE,MONA VALE,Northern Beaches,2018-03-20,NARA JAPANESE RESTAURANT - MONA VALE PTY LTD,,"SHOP 7, 3 BUNGAN STREET MONA VALE 2103",11339 - Fail to comply with Food Standards Code - Corporation,Fail to store potentially hazardous food under temperature control - previous warnings given,880
3170888757,SUSHI - MONA VALE,MONA VALE,Northern Beaches,2018-03-20,NARA JAPANESE RESTAURANT - MONA VALE PTY LTD,,"SHOP 7, 3 BUNGAN STREET MONA VALE 2103",11339 - Fail to comply with Food Standards Code - Corporation,Fail to display potentially hazardous food under temperature control - previous warnings given,880
3170888748,SUSHI - MONA VALE,MONA VALE,Northern Beaches,2018-03-19,NARA JAPANESE RESTAURANT - MONA VALE PTY LTD,,"SHOP 7, 3 BUNGAN STREET MONA VALE 2103",11339 - Fail to comply with Food Standards Code - Corporation,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness - previous warnings given",880
3170888739,SUSHI - MONA VALE,MONA VALE,Northern Beaches,2018-03-19,NARA JAPANESE RESTAURANT - MONA VALE PTY LTD,,"SHOP 7, 3 BUNGAN STREET MONA VALE 2103",11339 - Fail to comply with Food Standards Code - Corporation,Fail to display potentially hazardous food under temperature control - previous warnings given,880
3170888720,SUSHI - MONA VALE,MONA VALE,Northern Beaches,2018-03-19,NARA JAPANESE RESTAURANT - MONA VALE PTY LTD,,"SHOP 7, 3 BUNGAN STREET MONA VALE 2103",11339 - Fail to comply with Food Standards Code - Corporation,Fail to store potentially hazardous food under temperature control - previous warnings given,880
3170888710,SUSHI - MONA VALE,MONA VALE,Northern Beaches,2018-06-04,NARA JAPANESE RESTAURANT - MONA VALE PTY LTD,,"SHOP 7, 3 BUNGAN STREET MONA VALE 2103",11339 - Fail to comply with Food Standards Code - Corporation,Fail to display potentially hazardous food under temperature control - previous warnings given,880
3170888701,SUSHI - MONA VALE,MONA VALE,Northern Beaches,2018-06-04,NARA JAPANESE RESTAURANT - MONA VALE PTY LTD,,"SHOP 7, 3 BUNGAN STREET MONA VALE 2103",11339 - Fail to comply with Food Standards Code - Corporation,Fail to cool cooked potentially hazardous food as required in the Food Safety Standards - previous warnings given,880
7250549332,SUSHI ARIMA/ARIMA,SYDNEY,City of Sydney,2018-02-15,C&M FOOD PTY LTD,,106 BATHURST STREET SYDNEY 2000,11339 - Fail to comply with Food Standards Code - Corporation,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness",880
3168546911,SUSHI BAR SAZUKI,DRUMMOYNE,City of Canada Bay,2018-10-09,"CHOI, SEOG KYU",,38-50 LYONS ROAD DRUMMOYNE 2047,11338 - Fail to comply with Food Standards Code - Individual,"Fail to, when processing food, take all necessary steps to prevent the likelihood of food being contaminated - previous warnings given",440
7250548434,SUSHI CENTRE WATERLOO,WATERLOO,City of Sydney,2018-03-20,POLARIS BUSINESS PTY LTD,,"SHOP 4, 22 CRYSTAL STREET WATERLOO 2141",11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain at or near each hand washing facility a supply of - warm running water - previous warning given,880
3081187964,SUSHI CHAT,WINDSOR,Hawkesbury,2018-06-19,ADL FOODS PTY LTD,,"SHOP 1, 227 GEORGE STREET WINDSOR 2756",11339 - Fail to comply with Food Standards Code - Corporation,Fail to display potentially hazardous food under temperature control,880
3081187955,SUSHI CHAT,WINDSOR,Hawkesbury,2018-06-19,ADL FOODS PTY LTD,,"SHOP 1, 227 GEORGE STREET WINDSOR 2756",11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain easily accessible hand washing facilities on the food premises - previous warning given,880
3149268990,SUSHI HUB,BANKSTOWN,Canterbury-Bankstown,2018-09-05,ROCKDALE FRESH FOOD PTY LTD,,"KIOSK 113, 1 NORTH TERRACE BANKSTOWN 2200",11339 - Fail to comply with Food Standards Code - Corporation,Fail to display potentially hazardous food under temperature control - previous warning given,880
3170894578,SUSHI HUB,BROOKVALE,Northern Beaches,2018-07-17,WARRINGAH FRESH FOOD PTY LTD,,145 OLD PITTWATER ROAD BROOKVALE 2100,11339 - Fail to comply with Food Standards Code - Corporation,Fail to display potentially hazardous food under temperature control - previous warning given,880
3081186570,SUSHI HUB,RICHMOND,Richmond Valley,2018-07-26,RICHMOND FRESH FOOD PTY LTD,,"KIOSK 4, RICHMOND MARKETPLACE, 78 MARCH STREET RICHMOND 2573",11339 - Fail to comply with Food Standards Code - Corporation,Fail to display potentially hazardous food under temperature control - previous warning given,880
3081186580,SUSHI HUB,RICHMOND,Hawkesbury,2018-07-26,RICHMOND FRESH FOOD PTY LTD,,78 MARCH STREET RICHMOND 2753,11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain easily accessible hand washing facilities on the food premises,880
3081186599,SUSHI HUB,RICHMOND,Hawkesbury,2018-07-26,RICHMOND FRESH FOOD PTY LTD,,78 MARCH STREET RICHMOND 2753,11339 - Fail to comply with Food Standards Code - Corporation,Fail to ensure that persons undertaking or supervising food handling operations have skills and knowledge in food safety and food hygiene matters,880
3154197283,SUSHI HUB KOTARA,KOTARA,Newcastle,2018-09-06,KOTARA FRESH FOOD PTY LTD,,89 PARK AVENUE KOTARA 2289,11339 - Fail to comply with Food Standards Code - Corporation,Fail to ensure food contact surfaces of equipment is in a clean and sanitary condition,880
3170893698,SUSHI ICHIRI,AVALON,Northern Beaches,2017-12-20,T AND A OCEANIA PTY LTD,,48 BARRENJOEY ROAD AVALON 2107,11339 - Fail to comply with Food Standards Code - Corporation,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness - previous warnings given",880
3170893707,SUSHI ICHIRI,AVALON,Northern Beaches,2017-12-20,T AND A OCEANIA PTY LTD,,48 BARRENJOEY ROAD AVALON 2107,11339 - Fail to comply with Food Standards Code - Corporation,Fail to take all practicable measures to eradicate and prevent the harbourage of pests - previous warnings given,880
3170894495,SUSHI ICHIRI,AVALON,Northern Beaches,2018-05-21,T AND A OCEANIA PTY LTD,,48 OLD BARRENJOEY ROAD AVALON 2107,11339 - Fail to comply with Food Standards Code - Corporation,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness - previous warning given",880
3170894486,SUSHI ICHIRI,AVALON,Northern Beaches,2018-05-21,T AND A OCEANIA PTY LTD,,48 OLD BARRENJOEY ROAD AVALON 2107,11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain the food premises to the required standard of cleanliness - previous warning given,880
3170894477,SUSHI ICHIRI,AVALON,Northern Beaches,2018-05-21,T AND A OCEANIA PTY LTD,,48 OLD BARRENJOEY ROAD AVALON 2107,11339 - Fail to comply with Food Standards Code - Corporation,Fail to take all practicable measures to eradicate and prevent the harbourage of pests - previous warning given,880
3170894751,SUSHI KENZO,DEE WHY,Northern Beaches,2018-09-24,HYEJI SUSHI PTY LTD,,15 THE STRAND DEE WHY 2099,11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain the food premises to the required standard of cleanliness - previous warnings given,880
3120017744,SUSHI KUNI,LISMORE,Lismore,2018-03-13,SQUAREMORE PTY LTD,,"UNIT 70, 95 DIADEM STREET LISMORE 2480",11339 - Fail to comply with Food Standards Code - Corporation,Fail to display potentially hazardous food under temperature control - previous warning given,880
3168243311,SUSHI MARU,FIVE DOCK,City of Canada Bay,2018-03-05,HJ MARU PTY LTD,,1/147-149 GREAT NORTH ROAD FIVE DOCK 2046,11339 - Fail to comply with Food Standards Code - Corporation,Fail to display potentially hazardous food under temperature control - previous warning given,880
3168243320,SUSHI MARU,FIVE DOCK,City of Canada Bay,2018-03-05,HJ MARU PTY LTD,,1/147-149 GREAT NORTH ROAD FIVE DOCK 2046,11339 - Fail to comply with Food Standards Code - Corporation,"Fail to, when processing food, use a process step that is reasonably known to achieve the microbiological safety of the food - previous warning given",880
3136845590,SUSHI ME,CHATSWOOD,Willoughby,2018-02-13,"SU, MING",,"SHOP 24, 455 VICTORIA AVENUE CHATSWOOD 2067",11338 - Fail to comply with Food Standards Code - Individual,Fail to store potentially hazardous food under temperature control - previous warning given,440
3136845609,SUSHI ME,CHATSWOOD,Willoughby,2018-02-13,"SU, MING",,"SHOP 24, 455 VICTORIA AVENUE CHATSWOOD 2067",11338 - Fail to comply with Food Standards Code - Individual,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness - previous warning given",440
3136845526,SUSHI ME,CHATSWOOD,Willoughby,2018-01-04,"SU, MING",,"SHOP 24, 455 VICTORIA AVENUE CHATSWOOD 2067",11338 - Fail to comply with Food Standards Code - Individual,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness",440
3168243302,SUSHI OH-OO,FIVE DOCK,City of Canada Bay,2018-03-07,JINNIE PTY LTD,,93 GREAT NORTH ROAD FIVE DOCK 2046,11339 - Fail to comply with Food Standards Code - Corporation,"Fail to, when processing food, use a process step that is reasonably known to achieve the microbiological safety of the food - previous warning given",880
3170894147,SUSHI OLIVE,MONA VALE,Northern Beaches,2018-04-26,"KYUNG LEE, OK",,"SHOP 3, 1767 PITTWATER ROAD MONA VALE 2103",11338 - Fail to comply with Food Standards Code - Individual,Fail to ensure food contact surfaces of equipment is in a clean and sanitary condition - previous warnings given,440
3170894138,SUSHI OLIVE,MONA VALE,Northern Beaches,2018-04-26,"YONG YOO, CHOONG",,"SHOP 3, 1767 PITTWATER ROAD MONA VALE 2103",11338 - Fail to comply with Food Standards Code - Individual,Fail to ensure food contact surfaces of equipment is in a clean and sanitary condition - previous warnings given,440
3170888930,SUSHI PLUS MANLY,MANLY,Northern Beaches,2018-07-20,SUSHI PLUS MANLY PTY LTD,,15-25 WENTWORTH STREET MANLY 2095,11339 - Fail to comply with Food Standards Code - Corporation,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness - previous warnings given",880
3170888940,SUSHI PLUS MANLY,MANLY,Northern Beaches,2018-07-20,SUSHI PLUS MANLY PTY LTD,,15-25 WENTWORTH STREET MANLY 2095,11339 - Fail to comply with Food Standards Code - Corporation,Fail to display potentially hazardous food under temperature control - previous warning given,880
3136845544,SUSHI RIO,CHATSWOOD,Willoughby,2018-01-24,CHA CHA SOLUTIONS PTY LTD,,"SHOP 8073, 345 VICTORIA AVENUE CHATSWOOD 2067",11339 - Fail to comply with Food Standards Code - Corporation,Fail to store potentially hazardous food under temperature control,880
3136845535,SUSHI RIO,CHATSWOOD,Willoughby,2018-01-24,CHA CHA SOLUTIONS PTY LTD,,"SHOP 8073, 345 VICTORIA AVENUE CHATSWOOD 2067",11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain the food premises to the required standard of cleanliness,880
3136845618,SUSHI RIO,CHATSWOOD,Willoughby,2018-02-19,CHA CHA SOLUTIONS PTY LTD,,"SHOP G073 CHATSWOOD CHASE, 345 VICTORIA AVENUE CHATSWOOD 2067",11339 - Fail to comply with Food Standards Code - Corporation,Fail to store potentially hazardous food under temperature control - previous warning given,880
3144540008,SUSHI TOWN,CROWS NEST,North Sydney,2018-06-12,EM GLOBAL PTY LTD,,43 WILLOUGHBY ROAD CROWS NEST 2065,11339 - Fail to comply with Food Standards Code - Corporation,Fail to ensure food contact surfaces of equipment is in a clean and sanitary condition - previous warnings given,880
3137307241,SUSHI WORLD,CHATSWOOD,Willoughby,2018-09-24,STATEWIDE MANAGEMENT CONSULTING PTY LTD,,14/436 VICTORIA AVENUE CHATSWOOD,11339 - Fail to comply with Food Standards Code - Corporation,Fail to display potentially hazardous food under temperature control,880
3170888234,SUSHI WORLD,MONA VALE,Northern Beaches,2018-04-30,STATEWIDE MANAGEMENT CONSULTING PTY LTD,,10 PARK STREET MONA VALE 2103,11339 - Fail to comply with Food Standards Code - Corporation,Fail to take all practicable measures to eradicate and prevent the harbourage of pests - previous warnings given,880
3170888225,SUSHI WORLD,MONA VALE,Northern Beaches,2018-04-30,STATEWIDE MANAGEMENT CONSULTING PTY LTD,,10 PARK STREET MONA VALE 2103,11339 - Fail to comply with Food Standards Code - Corporation,Fail to display potentially hazardous food under temperature control - previous warnings given,880
3170888243,SUSHI WORLD,MONA VALE,Northern Beaches,2018-04-30,STATEWIDE MANAGEMENT CONSULTING PTY LTD,,10 PARK STREET MONA VALE 2103,11339 - Fail to comply with Food Standards Code - Corporation,"Fail to maintain premises, fixtures, fittings, and equipment in a good state of repair and working order having regard to their use - previous warnings given",880
3107290634,SUSHI ZONE,EASTGARDENS,Bayside,2018-07-02,SUSHI ZONE PTY LTD,,283/152 BUNNERONG ROAD EASTGARDENS 2122,11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain the food premises to the required standard of cleanliness,880
3120311930,SUSHI2GO,BLACKTOWN,Blacktown,2018-01-23,SUSHI2GO BLACKTOWN PTY LTD,,17 PATRICK STREET BLACKTOWN 2148,11339 - Fail to comply with Food Standards Code - Corporation,Fail to ensure that the floors are able to be effectively cleaned - previous warning given,880
3144540374,SUSHIA,NORTH SYDNEY,North Sydney,2018-09-13,ELLEO AND JNP NORTH SYDNEY PTY LTD,,36 BLUE STREET NORTH SYDNEY 2060,11339 - Fail to comply with Food Standards Code - Corporation,Fail to display potentially hazardous food under temperature control - Previous warnings given,880
3170887922,SUSHIRO SUSHI TRAIN,BROOKVALE,Northern Beaches,2018-06-04,BJKS PTY LTD,,145 OLD PITTWATER ROAD BROOKVALE 2100,11339 - Fail to comply with Food Standards Code - Corporation,Fail to ensure the design and construction of the food premises is appropriate for the activities for which the premises are used,880
3136845681,SUSHI-YA,ARTARMON,Willoughby,2018-02-20,SUSHIYA ARTARMON PTY LTD,,22 ELIZABETH STREET ARTARMON 2064,11339 - Fail to comply with Food Standards Code - Corporation,Fail to store potentially hazardous food under temperature control,880
3136845672,SUSHI-YA,ARTARMON,Willoughby,2018-02-20,SUSHIYA ARTARMON PTY LTD,,22 ELIZABETH STREET ARTARMON 2064,11339 - Fail to comply with Food Standards Code - Corporation,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness - previous warnings given",880
7250550185,SUSHIZILLA,CHIPPENDALE,City of Sydney,2018-03-15,SUSHIZILLA PTY LTD,,28 BROADWAY CHIPPENDALE 2008,11339 - Fail to comply with Food Standards Code - Corporation,Fail to store potentially hazardous food under temperature control - previous warnings given,880
7250566602,SUSHIZILLA SUSHI,CHIPPENDALE,City of Sydney,2018-09-19,SUSHIZILLA PTY LTD,,28 BROADWAY CHIPPENDALE 2008,11339 - Fail to comply with Food Standards Code - Corporation,Fail to display potentially hazardous food under temperature control - previous warning given,880
7250566593,SUSHIZILLA SUSHI,CHIPPENDALE,City of Sydney,2018-09-19,SUSHIZILLA PTY LTD,,28 BROADWAY CHIPPENDALE 2008,11339 - Fail to comply with Food Standards Code - Corporation,Fail to have a temperature measuring device at the premises where potentially hazardous food is handled - previous warning given,880
3175921412,SWAGATH BIRYANI HOUSE,WENTWORTHVILLE,Cumberland,2018-01-03,SWAGATH BIRYANI HOUSE PTY LTD,,46 STATION STREET WENTWORTHVILLE 2145,11339 - Fail to comply with Food Standards Code - Corporation,Fail to take all practicable measures to protect single use items from the likelihood of contamination until use - previous warnings given,880
3175921403,SWAGATH BIRYANI HOUSE,WENTWORTHVILLE,Cumberland,2018-01-03,SWAGATH BIRYANI HOUSE PTY LTD,,46 STATION STREET WENTWORTHVILLE 2145,11339 - Fail to comply with Food Standards Code - Corporation,Fail to ensure food contact surfaces of equipment is in a clean and sanitary condition - previous warnings given,880
3175921394,SWAGATH BIRYANI HOUSE,WENTWORTHVILLE,Cumberland,2018-01-03,SWAGATH BIRYANI HOUSE PTY LTD,,46 STATION STREET WENTWORTHVILLE 2145,11339 - Fail to comply with Food Standards Code - Corporation,Fail to store food in such a way that it is protected from the likelihood of contamination,880
3175921385,SWAGATH BIRYANI HOUSE,WENTWORTHVILLE,Cumberland,2018-01-03,SWAGATH BIRYANI HOUSE PTY LTD,,46 STATION STREET WENTWORTHVILLE 2145,11339 - Fail to comply with Food Standards Code - Corporation,Fail to take all practicable measures to process only safe and suitable food,880
3175921376,SWAGATH BIRYANI HOUSE,WENTWORTHVILLE,Cumberland,2018-01-03,SWAGATH BIRYANI HOUSE PTY LTD,,46 STATION STREET WENTWORTHVILLE 2145,11339 - Fail to comply with Food Standards Code - Corporation,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness - previous warnings given",880
3161225459,SWEET FLEUR PASTRIES,SYDENHAM,Inner West,2018-03-14,"RAJAH, BEN",,"UNIT 10, 17-19 UNWINS BRIDGE ROAD SYDENHAM 2044",11338 - Fail to comply with Food Standards Code - Individual,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness",440
3161225440,SWEET FLEUR PASTRIES,SYDENHAM,Inner West,2018-03-14,"RAJAH, BEN",,"UNIT 10, 17-19 UNWINS BRIDGE ROAD SYDENHAM 2044",11338 - Fail to comply with Food Standards Code - Individual,Fail to maintain the food premises to the required standard of cleanliness,440
3167778278,SYDNEY FINE CATERING,BONDI JUNCTION,Waverley,2018-05-23,SYDNEY FINE CATERING PTY LTD,,1-9 GRAY STREET Bondi Junction 2022,11339 - Fail to comply with Food Standards Code - Corporation,Fail to store potentially hazardous food under temperature control - previous warnings given,880
3167778314,SYDNEY FINE CATERING,BONDI JUNCTION,Waverley,2018-05-23,SYDNEY FINE CATERING PTY LTD,,1-9 GRAY STREET Bondi Junction 2022,11339 - Fail to comply with Food Standards Code - Corporation,"Fail to provide walls and ceilings that are sealed, unable to absorb grease, food particles or water, and able to be effectively cleaned - previous warnings given",880
3167778305,SYDNEY FINE CATERING,BONDI JUNCTION,Waverley,2018-05-23,SYDNEY FINE CATERING PTY LTD,,1-9 GRAY STREET Bondi Junction 2022,11339 - Fail to comply with Food Standards Code - Corporation,Fail to ensure hand washing facilities have a supply of warm running water - previous warnings given,880
3167778296,SYDNEY FINE CATERING,BONDI JUNCTION,Waverley,2018-05-23,SYDNEY FINE CATERING PTY LTD,,1-9 GRAY STREET Bondi Junction 2022,11339 - Fail to comply with Food Standards Code - Corporation,"Fail to ensure floors are able to be effectively cleaned; unable to absorb grease, food particles or water; laid so there is no ponding of water; and - unable to provide harbourage for pests, previous warnings given",880
3167778287,SYDNEY FINE CATERING,BONDI JUNCTION,Waverley,2018-05-23,SYDNEY FINE CATERING PTY LTD,,1-9 GRAY STREET Bondi Junction 2022,11339 - Fail to comply with Food Standards Code - Corporation,Fail to ensure food contact surfaces of equipment is in a clean and sanitary condition - previous warnings given,880
3149268880,T.J. FRESH,LAKEMBA,Canterbury-Bankstown,2018-08-16,"KAMRUJJAMAN, MD",,188 LAKEMBA STREET LAKEMBA 2195,11338 - Fail to comply with Food Standards Code - Individual,"Fail to, when displaying food, take all practicable measures to protect the food from the likelihood of contamination - previous warning given",440
3149268596,T.N. FISH SHOP,BANKSTOWN,Canterbury-Bankstown,2018-06-27,"CHEING, CHAI",,"SHOP 7, 282 CHAPEL ROAD BANKSTOWN 2200",11338 - Fail to comply with Food Standards Code - Individual,"Fail to, when displaying food, take all practicable measures to protect the food from the likelihood of contamination - previous warnings given",440
3149268614,T.N. FISH SHOP,BANKSTOWN,Canterbury-Bankstown,2018-06-27,"CHIENG, CHAI",,"SHOP 7, 282 CHAPEL ROAD BANKSTOWN 2200",11338 - Fail to comply with Food Standards Code - Individual,Fail to ensure food contact surfaces of equipment is in a clean and sanitary condition - previous warnings given,440
3149268605,T.N. FISH SHOP,BANKSTOWN,Canterbury-Bankstown,2018-06-27,"CHIENG, CHAI",,"SHOP 7, 282 CHAPEL ROAD BANKSTOWN 2200",11338 - Fail to comply with Food Standards Code - Individual,Fail to maintain the food premises to the required standard of cleanliness - previous warning given,440
3148377302,TAI BAAN BAKERY,CASTLE HILL,The Hills,2017-11-23,INVISION CORP PTY LTD,,"SHOP 103, 4-16 TERMINUS STREET CASTLE HILL 2154",11339 - Fail to comply with Food Standards Code - Corporation,"Fail to, when displaying food, take all practicable measures to protect the food from the likelihood of contamination",880
3148377192,TAI BAAN BAKERY,CASTLE HILL,The Hills,2017-11-21,INVISION CORP PTY LTD,,"SHOP 103, 4-16 TERMINUS STREET CASTLE HILL 2154",11339 - Fail to comply with Food Standards Code - Corporation,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness",880
3148377210,TAI BAAN BAKERY CASTLE HILL,CASTLE HILL,The Hills,2017-11-21,INVISION CORP PTY LTD,,"SHOP 103, 4-16 TERMINUS STREET CASTLE HILL 2154",11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain easily accessible hand washing facilities on the food premises,880
3148377183,TAI BAAN BAKERY CASTLE HILL,CASTLE HILL,The Hills,2017-11-21,INVISION CORP PTY LTD,,"SHOP 103, 4-16 TERMINUS STREET CASTLE HILL 2154",11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain the food premises to the required standard of cleanliness,880
3148377201,TAI BAAN BAKERY CASTLE HILL,CASTLE HILL,The Hills,2017-11-21,INVISION CORP PTY LTD,,"SHOP 103, 4-16 TERMINOS STREET CASTLE HILL 2154",11339 - Fail to comply with Food Standards Code - Corporation,Fail to take all practicable measures to eradicate and prevent the harbourage of pests,880
3107290652,TAISHO JAPANESE RESTAURANT,MASCOT,Bayside,2018-07-09,JC FOOD GROUP PTY LTD,,"SHOP 6, 8 BOURKE STREET MASCOT 2020",11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain at or near each hand washing facility a supply of - warm running water,880
3108119704,TALK OF THE TOWN CATERING,PENRITH,Penrith,2018-03-20,"GENNARI, CARMEN ANN",,15 / 429 HIGH STREET PENRITH 2750,11338 - Fail to comply with Food Standards Code - Individual,"Fail to ensure hand washing facilities are only used for the washing of hands, arms and face",440
3108119695,TALK OF THE TOWN CATERING,PENRITH,Penrith,2018-03-20,"GENNARI, CARMEN ANN",,15 / 429 HIGH STREET PENRITH 2750,11338 - Fail to comply with Food Standards Code - Individual,Fail to maintain easily accessible hand washing facilities on the food premises,440
3108119677,TALK OF THE TOWN CATERING,PENRITH,Penrith,2018-03-20,"GENNARI, CARMEN ANN",,15 / 429 HIGH STREET PENRITH 2750,11338 - Fail to comply with Food Standards Code - Individual,Fail to ensure food handler washes hands whenever hands are likely to be a source of contamination of food,440
3175921724,TAMLENI INDIAN SUPERMARKET,AUBURN,Cumberland,2018-02-28,"RAVI, THANGAVELAUTHAM",,101-103 RAWSON STREET AUBURN 2144,11338 - Fail to comply with Food Standards Code - Individual,Fail to maintain the food premises to the required standard of cleanliness - previous warning given,440
3175921715,TAMLENI INDIAN SUPERMARKET,AUBURN,Cumberland,2018-02-28,"RAVI, THANGAVELAUTHAM",,101-103 RAWSON STREET AUBURN 2144,11338 - Fail to comply with Food Standards Code - Individual,Fail to take all practicable measures to prevent pests entering the food premises - previous warning given,440
3175921706,TAMLENI INDIAN SUPERMARKET,AUBURN,Cumberland,2018-02-28,"RAVI, THANGAVELAUTHAM",,101-103 RAWSON STREET AUBURN 2144,11338 - Fail to comply with Food Standards Code - Individual,Fail to take all practicable measures to eradicate and prevent the harbourage of pests - previous warning given,440
3175922274,TAMLENI INDIAN SUPERMARKET,AUBURN,Cumberland,2018-07-25,"RAVI, THANGAVELAUTHAM",,101-103 RAWSON STREET AUBURN 2144,11338 - Fail to comply with Food Standards Code - Individual,Fail to take all practicable measures to eradicate and prevent the harbourage of pests - previous warning given,440
3175922283,TAMLENI INDIAN SUPERMARKET,AUBURN,Cumberland,2018-07-25,"RAVI, THANGAVELAUTHAM",,101-103 RAWSON STREET AUBURN 2144,11338 - Fail to comply with Food Standards Code - Individual,Fail to maintain at or near each hand washing facility a supply of - warm running water,440
3120571951,TAN THANH BAKEHOUSE,CLAYMORE,Campbelltown,2018-02-27,"NGUYEN, VAN SANG",,"SHOP 5, 19 DOBELL ROAD CLAYMORE 2559",11338 - Fail to comply with Food Standards Code - Individual,Fail to ensure food contact surfaces of equipment is in a clean and sanitary condition,440
3120571942,TAN THANH BAKEHOUSE,CLAYMORE,Campbelltown,2018-02-27,"NGUYEN, VAN SANG",,"SHOP 5, 19 DOBELL ROAD CLAYMORE 2559",11338 - Fail to comply with Food Standards Code - Individual,Sale of food past its use-by date,440
3144236976,TANNU'S NORTH INDIAN CUISINE,CROWS NEST,North Sydney,2018-05-17,TANNU'S NORTH INDIAN CUISINE PTY LTD,,71 WILLOUGHBY ROAD CROWS NEST 2065,11339 - Fail to comply with Food Standards Code - Corporation,Fail to ensure food contact surfaces of equipment is in a clean and sanitary condition - previous warnings given,880
3149268962,TANTHAI,CAMPSIE,Canterbury-Bankstown,2018-09-17,"SINGHSUMALEE, WAIYAWUT",,148 BEAMISH STREET CAMPSIE 2194,11338 - Fail to comply with Food Standards Code - Individual,Fail to maintain at or near each hand washing facility a supply of - warm running water,440
7250548461,TAPEO CAFE,REDFERN,City of Sydney,2018-03-23,"STRANEY, GAVIN",,82 REDFERN STREET REDFERN 2016,11338 - Fail to comply with Food Standards Code - Individual,Fail to maintain the food premises to the required standard of cleanliness - previous warnings given,440
